hp_id	english	french
HP:0430126	Abnormal circulating plasminogen activator inhibitor 1 activity	Activité anormale de l’inhibiteur 1 de l’activateur du plasminogène circulant
HP:0430134	Bartholin cyst	Kyste de Bartholin
HP:0430135	Abnormal circulating hepatic transaminase concentration	Concentration anormale de transaminases hépatiques circulantes
HP:0430136	Reduced circulating aspartate aminotransferase concentration	Concentration réduite d’aspartate aminotransférase circulante
HP:0430137	Elevated urine succinic acid level	Niveau élevé d'acide succinique dans l'urine
HP:0430138	Positive CSF varicella zoster virus nucleic acid test	Test d'acide nucléique du virus varicelle-zona positif dans le LCR
HP:0430139	CSF pathogen-specific antibody positivity	Positivité en anticorps spécifiques d'un pathogène du LCR
HP:0430140	Positive CSF nucleic acid pathogen test	Test positif pour les pathogènes des acides nucléiques du LCR
HP:0430141	CSF varicella zoster antibody positivity	Positivité aux anticorps anti-varicelle-zona contre le LCR
HP:0430142	Reduced circulating interleukin 6 concentration	Concentration réduite d'interleukine 6 en circulation
HP:0430143	Elevated circulating C12 acylcarnitine concentration	Concentration élevée d’acylcarnitine C12 circulante
HP:0430144	Frontalis muscle overactivity	Hyperactivité des muscles frontaux
HP:0430145	Nasal dermoid cyst	Kyste dermoïde nasal
HP:0430146	Elevated circulating complement C3 concentration	Concentration élevée de C3 en complément circulant
HP:0430147	Abnormal circulating inhibin B concentration	Concentration anormale d'inhibine B en circulation
HP:0430148	Abnormal circulating lipoprotein(a) concentration	Concentration anormale de lipoprotéines(a) circulantes
HP:0430150	Positive blood infectious agent test	Test d'agent infectieux sanguin positif
HP:0430151	Positive respiratory tract infectious agent test	Test positif aux agents infectieux des voies respiratoires
HP:0500180	Abnormal circulating amino sulfonic acid concentration	Concentration anormale d’acide aminosulfonique circulant
HP:0500181	Hypertaurinemia	Hypertaurinemie
HP:0500182	Hypotaurinemia	Hypotaurinémie
HP:0500183	Abnormal CSF carboxylic acid concentration	Concentration anormale d'acide carboxylique dans le LCR
HP:0500184	Abnormal CSF amino acid concentration	Concentration anormale d'acides aminés dans le LCR
HP:0500185	Abnormal CSF branched chain amino acid concentration	Concentration anormale d'acides aminés à chaîne ramifiée dans le LCR
HP:0500186	Abnormal CSF valine concentration	Concentration anormale de valine dans le LCR
HP:0500187	Increased CSF valine concentration	Augmentation de la concentration de valine dans le LCR
HP:0500188	Decreased CSF valine concentration	Diminution de la concentration de valine dans le LCR
HP:0500189	Abnormal CSF leucine concentration	Concentration anormale de leucine dans le LCR
HP:0500190	Decreased CSF leucine concentration	Diminution de la concentration de leucine dans le LCR
HP:0500191	Increased CSF leucine concentration	Augmentation de la concentration de leucine dans le LCR
HP:0500192	Abnormal CSF isoleucine concentration	Concentration anormale d'isoleucine dans le LCR
HP:0500193	Increased CSF isoleucine concentration	Augmentation de la concentration d'isoleucine dans le LCR
HP:0500194	Decreased CSF isoleucine concentration	Diminution de la concentration d'isoleucine dans le LCR
HP:0500195	Abnormal CSF glutamine family amino acid concentration	Concentration anormale d'acides aminés de la famille des glutamines dans le LCR
HP:0500196	Abnormal CSF glutamine concentration	Concentration anormale de glutamine dans le LCR
HP:0500197	Increased CSF glutamine concentration	Augmentation de la concentration de glutamine dans le LCR
HP:0500198	Decreased CSF glutamine concentration	Diminution de la concentration de glutamine dans le LCR
HP:0500199	Abnormal CSF glutamate concentration	Concentration anormale de glutamate dans le LCR
HP:0500200	Increased CSF glutamate concentration	Augmentation de la concentration de glutamate dans le LCR
HP:0500201	Decreased CSF glutamate concentration	Diminution de la concentration de glutamate dans le LCR
HP:0500202	Abnormal CSF arginine concentration	Concentration anormale d'arginine dans le LCR
HP:0500203	Increased CSF arginine concentration	Augmentation de la concentration d'arginine dans le LCR
HP:0500204	Decreased CSF arginine concentration	Diminution de la concentration d'arginine dans le LCR
HP:0500205	Abnormal CSF aspartate family amino acid concentration	Concentration anormale d'acides aminés de la famille des aspartates dans le LCR
HP:0500206	Abnormal CSF lysine concentration	Concentration anormale de lysine dans le LCR
HP:0500207	Decreased CSF lysine concentration	Diminution de la concentration de lysine dans le LCR
HP:0500208	Increased CSF lysine concentration	Augmentation de la concentration de lysine dans le LCR
HP:0500209	Abnormal CSF methionine concentration	Concentration anormale de méthionine dans le LCR
HP:0500210	Increased CSF methionine concentration	Augmentation de la concentration de méthionine dans le LCR
HP:0500211	Abnormal CSF threonine concentration	Concentration anormale de thréonine dans le LCR
HP:0500212	Increased CSF threonine concentration	Augmentation de la concentration de thréonine dans le LCR
HP:0500213	Decreased CSF threonine concentration	Diminution de la concentration de thréonine dans le LCR
HP:0500214	Abnormal CSF aromatic amino acid concentration	Concentration anormale d'acides aminés aromatiques dans le LCR
HP:0500215	Abnormal CSF phenylalanine concentration	Concentration anormale de phénylalanine dans le LCR
HP:0500216	Abnormal CSF aspartate concentration	Concentration anormale d'aspartate dans le LCR
HP:0500217	Increased CSF aspartate concentration	Augmentation de la concentration d'aspartate dans le LCR
HP:0500218	Abnormal CSF tryptophan concentration	Concentration anormale de tryptophane dans le LCR
HP:0500219	Abnormal CSF tyrosine concentration	Concentration anormale de tyrosine dans le LCR
HP:0500220	Increased CSF tyrosine concentration	Augmentation de la concentration de tyrosine dans le LCR
HP:0500221	Decreased CSF tyrosine concentration	Diminution de la concentration de tyrosine dans le LCR
HP:0500222	Increased CSF tryptophan concentration	Augmentation de la concentration de tryptophane dans le LCR
HP:0500223	Increased CSF phenylalanine concentration	Augmentation de la concentration de phénylalanine dans le LCR
HP:0500224	Decreased CSF phenylalanine concentration	Diminution de la concentration de phénylalanine dans le LCR
HP:0500225	Abnormal CSF serine family amino acid concentration	Concentration anormale d'acides aminés de la famille des sérines dans le LCR
HP:0500226	Abnormal CSF serine concentration	Concentration anormale de sérine dans le LCR
HP:0500227	Increased CSF serine concentration	Augmentation de la concentration de sérine dans le LCR
HP:0500228	Decreased CSF serine concentration	Diminution de la concentration de sérine dans le LCR
HP:0500229	Abnormal CSF glycine concentration	Concentration anormale de glycine dans le LCR
HP:0500230	Increased CSF glycine concentration	Augmentation de la concentration de glycine dans le LCR
HP:0500231	Abnormal CSF pyruvate family amino acid concentration	Concentration anormale d'acides aminés de la famille des pyruvates dans le LCR
HP:0500232	Abnormal CSF alanine concentration	Concentration anormale d'alanine dans le LCR
HP:0500233	Increased CSF alanine concentration	Augmentation de la concentration d'alanine dans le LCR
HP:0500234	Decreased CSF alanine concentration	Diminution de la concentration d'alanine dans le LCR
HP:0500235	Abnormal CSF histidine concentration	Concentration anormale d'histidine dans le LCR
HP:0500236	Increased CSF histidine concentration	Augmentation de la concentration d'histidine dans le LCR
HP:0500237	Decreased CSF histidine concentration	Diminution de la concentration d'histidine dans le LCR
HP:0500238	Abnormal CSF albumin concentration	Concentration anormale d'albumine dans le LCR
HP:0500239	Increased CSF albumin concentration	Augmentation de la concentration d'albumine dans le LCR
HP:0500240	Abnormal CSF carnosine concentration	Concentration anormale de carnosine dans le LCR
HP:0500241	Abnormal CSF homocarnosine concentration	Concentration anormale d'homocarnosine dans le LCR
HP:0500242	Increased CSF homocarnosine concentration	Augmentation de la concentration d'homocarnosine dans le LCR
HP:0500243	Abnormal CSF ornithine concentration	Concentration anormale d'ornithine dans le LCR
HP:0500244	Increased CSF ornithine concentration	Augmentation de la concentration d'ornithine dans le LCR
HP:0500245	Abnormal CSF citrulline concentration	Concentration anormale de citrulline dans le LCR
HP:0500246	Increased CSF citrulline concentration	Augmentation de la concentration de citrulline dans le LCR
HP:0500247	Abnormal CSF alpha-aminobutyrate concentration	Concentration anormale d'alpha-aminobutyrate dans le LCR
HP:0500248	Increased CSF alpha-aminobutyrate concentration	Augmentation de la concentration d'alpha-aminobutyrate dans le LCR
HP:0500249	Abnormal circulating ethanolamine concentration	Concentration anormale d'éthanolamine en circulation
HP:0500250	Increased circulating ethanolamine concentration	Augmentation de la concentration d’éthanolamine en circulation
HP:0500251	Abnormal urine sebacic acid concentration	Concentration anormale d'acide sébacique dans les urines
HP:0500252	Increased urine sebacic acid concentration	Augmentation de la concentration urinaire d’acide sébacique
HP:0500253	Increased level of gamma-aminobutyric acid in urine	Augmentation du taux d'acide gamma-aminobutyrique dans l'urine
HP:0500254	Abnormal urine hexanoylglycine concentration	Concentration urinaire anormale d'hexanoylglycine
HP:0500255	Increased level of hexanoylglycine in urine	Augmentation du taux d'hexanoylglycine dans l'urine
HP:0500256	Abnormal urine isobutyrylglycine concentration	Concentration urinaire anormale d'isobutyrylglycine
HP:0500257	Increased urine isobutyrylglycine concentration	Augmentation de la concentration urinaire d'isobutyrylglycine
HP:0500258	Abnormal carbon dioxide level in cord blood	Niveau anormal de dioxyde de carbone dans le sang de cordon
HP:0500259	Abnormal oxygen level in cord blood	Niveau d'oxygène anormal dans le sang de cordon
HP:0500262	Atrichia	Atrichie
HP:0500265	Increased proportion of CD8+ TEMRA T cells	Proportion accrue de cellules T CD8+ TEMRA
HP:0500266	Decreased proportion of CD8+ TEMRA T cells	Diminution de la proportion de cellules T CD8+ TEMRA
HP:0500269	Abnormal gamma-delta T cell proportion	Proportion anormale de lymphocytes T gamma-delta
HP:0500270	Increased gamma-delta T cell proportion	Augmentation de la proportion de lymphocytes T gamma-delta
HP:0500271	Decreased gamma-delta T cell proportion	Diminution de la proportion de lymphocytes T gamma-delta
HP:4000001	Abnormal cardiac magnetic resonance imaging finding	Résultat anormal d’imagerie par résonance magnétique cardiaque
HP:4000003	Elevated myocardial native T2	T2 natif myocardique élevé
HP:4000004	Myocardial late gadolinium enhancement	Rehaussement tardif du gadolinium myocardique
HP:4000005	Pericardial late gadolinium enhancement	Rehaussement péricardique tardif au gadolinium
HP:4000006	Elevated myocardial native T1	T1 natif myocardique élevé
HP:4000007	Bronchoconstriction	Bronchoconstriction
HP:4000008	Formation of multiple pronuclei during fertilization	Formation de plusieurs pronoyaux lors de la fécondation
HP:4000009	Kinesiophobia	Kinésiophobie
HP:4000010	Impaired renal tubular reabsorption of bicarbonate	Réabsorption tubulaire rénale altérée du bicarbonate
HP:4000012	Necrotizing ileitis	Iléite nécrosante
HP:4000013	Anti-desmoglein-1 antibody positivity	Positivité aux anticorps anti-desmogléine-1
HP:4000014	Anti-desmoglein-3 antibody positivity	Positivité aux anticorps anti-desmogléine-3
HP:4000015	Anti-envoplakin antibody positivity	Positivité des anticorps anti-envoplakine
HP:4000016	Anti-periplakin antibody positivity	Positivité des anticorps anti-périplakine
HP:4000017	Anti-desmoplakin I antibody positivity	Positivité aux anticorps anti-desmoplakine I
HP:4000018	Anti-desmoplakin II antibody positivity	Positivité des anticorps anti-desmoplakine II
HP:4000019	Anti-BP230 antibody positivity	Positivité des anticorps anti-BP230
HP:4000020	Anti-BP180 antibody positivity	Positivité aux anticorps anti-BP180
HP:4000021	Anti-laminin 332 antibody positivity	Positivité en anticorps anti-laminine 332
HP:4000022	Anti-laminin 6 antibody positivity	Positivité aux anticorps anti-laminine 6
HP:4000023	Anti-laminin gamma1 antibody positivity	Positivité en anticorps anti-laminine gamma1
HP:4000024	Anti-laminin antibody positivity	Positivité des anticorps anti-laminine
HP:4000025	Anti-integrin antibody positivity	Positivité des anticorps anti-intégrine
HP:4000026	Anti-transglutaminase 6 antibody	Anticorps anti-transglutaminase 6
HP:4000027	Anti-LAD-1 antibody positivity	Positivité des anticorps anti-LAD-1
HP:4000028	Anti-LABD97 antibody positivity	Positivité des anticorps anti-LABD97
HP:4000029	Antigliadin antibody positivity	Positivité aux anticorps antigliadine
HP:4000030	Anti-reticulin antibody positivity	Positivité aux anticorps anti-réticuline
HP:4000031	Anti-type VII collagen antibody	Anticorps anti-collagène de type VII
HP:4000032	False perception of self-motion	Fausse perception du mouvement de soi
HP:4000033	Non-spinning vertigo	Vertige sans rotation
HP:4000034	Infection-associated lymphopenia	Lymphopénie associée à une infection
HP:4000035	Primary obstructive megaureter	Mégauretère obstructif primaire
HP:4000036	Encysted hydrocele of the cord	Hydrocèle enkystée de la moelle
HP:4000037	Congenital hydrocele	Hydrocèle congénitale
HP:4000038	Infantile hydrocele	Hydrocèle infantile
HP:4000039	Decreased mucosal-associated invariant T cell proportion	Diminution de la proportion de lymphocytes T invariants associés à la muqueuse
HP:4000041	AA amyloidosis	Amylose AA
HP:4000054	Exanthem	Exanthème
HP:4000055	Intestinal inflammation	Inflammation intestinale
HP:4000056	Abnormal apoptosis	Apoptose anormale
HP:4000057	Decreased FasL-mediated apoptosis	Diminution de l'apoptose médiée par FasL
HP:4000058	Glomerular proteinuria	Protéinurie glomérulaire
HP:4000059	Abnormal lung development	Développement pulmonaire anormal
HP:4000060	Abnormal pulmonary alveolar system development	Développement anormal du système alvéolaire pulmonaire
